note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807416780;1784821765;A1 verb;85;stehen, steht, stand, hat gestanden;ˈʃteːən;verb;to stand;стоять;Die Fahrräder stehen im Keller.;The bicycles stand in the cellar.;Велосипеды стоят в подвале.;;;;;;;;;;;;;1187.19167588844 | 0.953336903884843;;A1;;ichstehedustehster/sie/esstehtwirstehenihrstehtsie/SiestehenPrät. ich stand | Perf. ich habe gestanden;;;;;
1679807416781;1784821766;A1 pron;86;unser;ˈʊnzɐ;pron;our;наш;Unser Verein hat das Spiel verloren.;Our club lost the game.;Наш клуб проиграл игру.;;;;;;;;;;;;;1171.0266682214 | 0.898939563471416;;A1;;;;;;;
1679807416782;1784821767;A1 pron;87;jede (r, s);ˈjeːdə;pron;every;каждый;Wir fahren jeden Sommer in den Urlaub.;We go on vacation every summer.;Каждое лето мы ездим в отпуск.;;;;;;;;;;;;;1162.50061234823 | 0.96914746429124;;A1;;;;;;;
1679807416783;1784821768;A1 conj;88;weil;vaɪ̯l;conj;because;потому что;Frederiks Mutter steht früh auf, weil sie um sechs Uhr arbeiten muss.;Frederik’s mother gets up early because she has to work at six o’clock.;Мама Фредерика встает рано, потому что она должна работать в шесть часов.;;;;;;;;;;;;;1157.86795771195 | 0.933161866147258;;A1;;;;;;;
1679807416784;1784821770;A1 prep;89;unter;ˈʊntɐ;prep;under;под;Unter der Brücke fließt ein Fluss.;Under the bridge a river flows.;Под мостом течет река.;;;;;;;;;;;;;1133.62044621138 | 0.97116677733196;;A1;;;;;;;
1679807416785;1784821771;A1 der;90;der Mensch, -en;mɛnʃ;der;human being;человек;Es gibt über sieben Milliarden Menschen auf der Welt.;There are over seven billion human beings in the world.;В мире более семи миллиардов человек.;;;;;;;;;;;;;1093.5529119635 | 0.928551717276978;;A1;;;;;;;
1679807416786;1784821773;A1 pron;91;ihm;iːm;pron;him;он;Tom zieht zu Anna und sie gibt ihm die Schlüssel zu ihrer Wohnung.;Tom moves in with Anna and she gives him the keys to her apartment.;Том переезжает к Анне, и она дает ему ключи от своей квартиры.;;;;;;;;;;;;;1083.89333421124 | 0.893099727526526;;A1;;;;;;;
1679807416787;1784821774;A1 pron;92;ihn;iːn;pron;him;он;Ich treffe ihn immer am Donnerstag in der Universität.;I always meet him on Thursday at the university.;Я всегда встречаю его в четверг в университете.;;;;;;;;;;;;;1078.66927685542 | 0.89738719518441;;A1;;;;;;;
1679807416788;1784821775;A1 conj part;93;denn;dɛn;conj;because;потому что;Heute sind alle Geschäfte geschlossen, denn es ist Sonntag.;Today all shops are closed because it is Sunday.;Сегодня все магазины закрыты, потому что сегодня воскресенье.;part;anyway;же;Was sagt denn deine Mutter dazu?;What does your mother say about that anyway?;Что же говорит по этому поводу твоя мама?;;;;;;;1055.21030231423 | 0.926592565403401;;A1;;;;;;;
1679807416789;1784821777;A1 das;94;das Beispiel, -e;ˈbaɪ̯ˌʃpiːl;das;example;пример;Das Beispiel passt nicht gut zu diesem Argument.;The example does not fit this argument well.;Этот пример плохо подходит к этому аргументу.;;;;;;;;;;;;;1027.41437449651 | 0.902441456358117;;A1;;;;;;;
1679807416790;1784821778;A1 adj;95;erste (r, s);ˈeːɐ̯stə;adj;first;первый;Jonah feiert heute seinen ersten Geburtstag.;Jonah celebrates his first birthday today.;Иона празднует сегодня свой первый день рождения.;;;;;;;;;;;;;1025.29518141821 | 0.961540976125913;;A1;;;;;;;
1679807416791;1784821780;A1 die;96;die Zeit, -en;t͡saɪ̯t;die;time;время;Jannik braucht viel Zeit für seine Aufgabe.;Jannik needs a lot of time for his task.;Яннику нужно много времени для своего задания.;;;;;;;;;;;;;967.288431344699 | 0.952768817550733;;A1;;;;;;;
1679807416792;1784821781;A1 adj adv;97;lang;laŋ;adj;long;длинный;Mit ihren langen Beinen rennt sie schneller als Max.;With her long legs she runs faster than Max.;С ее длинными ногами она бегает быстрее, чем Макс.;adv;for a long time;долго;Jeden Tag warten sie lange auf den Bus.;Every day they wait a long time for the bus.;Каждый день они долго ждут автобус.;;;;;;;929.931492894641 | 0.953243081418035;;A1;;;;;;;
1679807416793;1784821782;A1 verb;98;leben, lebt, lebte, hat gelebt;ˈleːbn̩;verb;to live;жить;Frauen leben länger als Männer.;Women live longer than men.;Женщины живут дольше, чем мужчины.;;;;;;;;;;;;;927.565882016537 | 0.941043891921357;;A1;;ichlebedulebster/sie/eslebtwirlebenihrlebtsie/SielebenPrät. ich lebte | Perf. ich habe gelebt;;;;;
1679807416794;1784821783;A1 die;99;die Frau, -en;fʁaʊ̯;die;woman, wife, Mrs.;женщина;Frauen sollten den gleichen Lohn bekommen wie Männer.;Women should be paid the same as men.;Женщины должны получать такую же зарплату, как и мужчины.;;;;;;;;;;;;;926.087375217722 | 0.917261060941017;;A1;;;;;;;
1679807416795;1784821785;A2 pron;100;etwas;ˈɛtvas;pron;something, some, a little;кое-что;Jeder macht die Welt etwas besser.;Everybody makes the world a little better.;Каждый делает мир немного лучше.;;;;;;;;;;;;;919.187676823253 | 0.930477172520158;;A2;;;;;;;
1679807416796;1784821786;A2 part pron;101;selbst, selber;zɛlpst;pron;-self;сам;Es ist wichtig, sich selbst zu lieben.;It is important to love yourself.;Важно любить самого себя.;part;even;даже;Selbst wenn es regnet, spielen sie im Garten.;Even when it rains, they play in the garden.;Даже если идет дождь, они играют в саду.;;;сам;;;;905.04329511459 | 0.955155094889989;;A2;;;;;;;
1679807416797;1784821787;A1 adj pron;102;wenig;ˈveːnɪç;adj;few;немногий;Es gibt nur wenige Menschen, denen er vertraut.;There are just a few people he trusts.;Есть лишь немногие люди, которым он доверяет.;pron;little, few;мало;Diese Pflanze braucht nur sehr wenig Wasser.;This plant only needs very little water.;Этому растению нужно совсем мало воды.;;;;;;;887.991183368257 | 0.962348269658071;;A1;;;;;;;
1679807416798;1784821789;A1 verb;103;finden, findet, fand, hat gefunden;ˈfɪndn̩;verb;to find;находить;Ich kann meine Tasche nicht finden.;I can’t find my bag.;Я не могу найти свою сумку.;;;;;;;;;;;;;885.132736890548 | 0.9628238328014;;A1;;ichfindedufindester/sie/esfindetwirfindenihrfindetsie/SiefindenPrät. ich fand | Perf. ich habe gefunden;;;;;
1679807416799;1784821790;A1 prep;104;gegen;ˈɡeːɡn̩;prep;against;против;Ich verliere immer gegen dich.;I always lose against you.;Я всегда проигрываю тебе.;;;;;;;;;;;;;880.598649374183 | 0.910626576081244;;A1;;;;;;;
1679807416800;1784821791;A1 prep;105;zwischen;ˈt͡svɪʃn̩;prep;between;между;Mein Fahrrad steht zwischen den Bäumen.;My bicycle is standing between the trees.;Мой велосипед стоит между деревьями.;;;;;;;;;;;;;878.233038496079 | 0.954298413877516;;A1;;;;;;;
1679807416801;1784821798;A1 num;106;drei;dʁaɪ̯;num;three;три;Im Deutschen gibt es drei Artikel, der, die und das.;In German there are three articles, “der”, “die”, and “das”.;В немецком языке есть три артикля: der, die и das.;;;;;;;;;;;;;870.889788061964 | 0.965531590521175;;A1;;;;;;;
1679807416802;1784821799;A1 verb;107;liegen, liegt, lag, hat gelegen;ˈliːɡn̩;verb;to lie;лежать;Der Hund liegt unter dem Stuhl.;The dog is lying under the chair.;Собака лежит под стулом.;;;;;;;;;;;;;861.624478789391 | 0.955290920118278;;A1;;ichliegeduliegster/sie/esliegtwirliegenihrliegtsie/SieliegenPrät. ich lag | Perf. ich habe gelegen;;;;;
1679807416803;1784821801;A1 pron;108;wo;voː;pron;where;где;Wo bist du geboren?;Where were you born?;Где ты родился?;;;;;;;;;;;;;848.317917600056 | 0.925074906525509;;A1;;;;;;;
1679807416804;1784821802;A1 pron;109;nichts, nix;nɪçt͡s;pron;nothing;ничто;Wenn es dunkel ist, kann man nichts sehen.;When it’s dark, you can see nothing.;Когда темно, ничего нельзя увидеть.;;;;;;;;;;;;;837.968370008351 | 0.915102724438912;;A1;;;;;;;
1679807416805;1784821803;A1 adj;110;klein;klaɪ̯n;adj;small, little;маленький;Martin hat eine kleine Schwester.;Martin has a little sister.;У Мартина есть маленькая сестра.;;;;;;;;;;;;;823.232585580163 | 0.955925715560189;;A1;;;;;;;
1679807416806;1784821804;A1 der;111;der Tag, -e;taːk;der;day;день;Eine Woche hat sieben Tage.;A week has seven days.;В неделе семь дней.;;;;;;;;;;;;;822.98616778036 | 0.941968355151611;;A1;;;;;;;
1679807416807;1784821805;A1 adj das;112;deutsch;dɔɪ̯t͡ʃ;adj;German;немецкий;Nina interessiert sich für deutsche Geschichte.;Nina is interested in German history.;Нина интересуется немецкой историей.;das;German;немецкий;Deutsch ist eine schwierige Sprache.;German is a difficult language.;Немецкий — это сложный язык.;;;;;;;795.781642682165 | 0.910052001511723;;A1;;;;;;;
1679807416808;1784821807;A1 verb;113;bleiben, bleibt, blieb, ist geblieben;ˈblaɪ̯bn̩;verb;to stay, remain;оставаться;Anna möchte für ein Jahr im Ausland bleiben.;Anna wants to stay abroad for a year.;Анна хочет остаться на год за границей.;;;;;;;;;;;;;790.705436006234 | 0.959805337984468;;A1;;ichbleibedubleibster/sie/esbleibtwirbleibenihrbleibtsie/SiebleibenPrät. ich blieb | Perf. ich bin geblieben;;;;;
1679807416809;1784821807;A1 adv;114;nun, nu;nuːn;adv;now;теперь;Nun habt ihr euch euren Urlaub verdient.;Now you’ve earned your vacation.;Теперь вы заслужили свой отпуск.;;;;;;;;;;;;;786.072781369947 | 0.951964837051296;;A1;;;;;;;
1679807416810;1784821809;B1 conj;115;sondern;ˈzɔndɐn;conj;but (on the contrary);а;Nicht er mag Fußball, sondern seine Schwester.;He doesn’t like soccer, but his sister does.;Не он любит футбол, а его сестра.;;;;;;;;;;;;;786.023497809986 | 0.95214684999404;;B1;;;;;;;
1679807416811;1784821810;A1 adv;116;heute;ˈhɔɪ̯tə;adv;today;сегодня;Heute ist mein Geburtstag.;Today is my birthday.;Сегодня мой день рождения.;;;;;;;;;;;;;778.877381615714 | 0.930109246020444;;A1;;;;;;;
1679807416812;1784821811;A1 pron;117;beide;ˈbaɪ̯də;pron;both;оба;Er hat zwei Kinder und liebt sie beide.;He has two children and loves them both.;У него двое детей, и он любит их обоих.;;;;;;;;;;;;;766.014372466024 | 0.966884934591719;;A1;;;;;;;
1679807416813;1784821812;A1 adj;118;hoch;hoːx;adj;high, tall;высокий;Diese Berge sind sehr hoch.;These mountains are very high.;Эти горы очень высокие.;;;;;;;;;;;;;763.057358868394 | 0.955913400337143;;A1;;;;;;;
1679807416814;1784821814;B1 pron;119;damit;daˈmɪt;pron;with it;этим;Ich nehme den Wagen und fahre damit zur Arbeit.;I take the car and drive to work with it.;Я беру машину и еду на ней на работу.;;;;;;;;;;;;;761.726702749461 | 0.964096968226734;;B1;;;;;;;
1679807416815;1784821815;A1 conj prep;120;ohne;ˈoːnə;prep;without;без;Ich verlasse meine Wohnung nie ohne Schlüssel.;I never leave my apartment without a key.;Я никогда не выхожу из своей квартиры без ключей.;conj;without;не;Du sprichst, ohne nachzudenken.;You talk without thinking.;Ты говоришь, не задумываясь.;;;;;;;761.184583589895 | 0.967323157226431;;A1;;;;;;;
1679807416816;1784821816;A1 der;121;der Mann, -̈er;man;der;man;мужчина;Sie wohnt mit einem Mann zusammen.;She lives with a man.;Она живет вместе с мужчиной.;;;;;;;;;;;;;758.129002872344 | 0.920786715200132;;A1;;;;;;;
1679807416817;1784821822;A1 pron;122;welch, -e, -er, -es;vɛlç;pron;which;какой;Welchen Film magst du lieber?;Which movie do you like better?;Какой фильм тебе нравится больше?;;;;;;;;;;;;;757.143331673134 | 0.926516499855671;;A1;;;;;;;
1679807416818;1784821823;A1 verb;123;tun, tut, tat, hat getan;tuːn;verb;to do;делать;Heute habe ich nichts zu tun.;Today I have nothing to do.;Сегодня мне нечего делать.;;;;;;;;;;;;;753.200646876295 | 0.930056312196529;;A1;;ichtuedutuster/sie/estutwirtunihrtutsie/SietunPrät. ich tat | Perf. ich habe getan;;;;;
1679807416819;1784821824;A1 adv;124;einmal;ˈaɪ̯nmaːl;adv;once;однажды;Ich möchte einmal im Leben nach Paris fahren.;I want to go to Paris once in my life.;Я хотел бы однажды в жизни съездить в Париж.;;;;;;;;;;;;;731.02304489407 | 0.934765801641185;;A1;;;;;;;
1679807416820;1784821825;A1 pron;125;ihnen;ˈiːnən;pron;them;они;Er gibt ihnen den Schlüssel, damit Tina und Erik in seiner Wohnung schlafen können.;He gives them the key so that Tina and Erik can sleep in his apartment.;Он дает им ключ, чтобы Тина и Эрик могли переночевать в его квартире.;pron;you;вы;Kann ich Ihnen etwas zu trinken anbieten?;Can I offer you something to drink?;Могу я предложить вам что-нибудь выпить?;;;;;;;720.032811022879 | 0.928874524882094;;A1;;;;;;;
1679807416821;1784821827;A1 verb;126;heißen, heißt, hieß, hat geheißen;ˈhaɪ̯sn̩;verb;to be called;называться;Sein Freund heißt Markus.;His friend is called Markus.;Его друга зовут Маркус.;;;;;;;;;;;;;717.667200144775 | 0.960981141543069;;A1;;ichheißeduheißter/sie/esheißtwirheißenihrheißtsie/SieheißenPrät. ich hieß | Perf. ich habe geheißen;;;;;
1679807416822;1784821828;B1 conj;127;ob;ɔp;conj;whether, if;ли;Ich kann mich nicht entscheiden, ob ich Bier oder Wein nehme.;I can’t decide if I’ll have beer or wine.;Я не могу решить, взять ли мне пиво или вино.;;;;;;;;;;;;;713.034545508488 | 0.959313008026385;;B1;;;;;;;
1679807416823;1784821829;A2 verb;128;denken, denkt, dachte, hat gedacht;ˈdɛŋkn̩;verb;to think;думать;Ich denke gerade an meinen letzten Urlaub.;I’m thinking about my last vacation.;Я как раз думаю о своем последнем отпуске.;;;;;;;;;;;;;706.2826977939 | 0.908065457022327;;A2;;ichdenkedudenkster/sie/esdenktwirdenkenihrdenktsie/SiedenkenPrät. ich dachte | Perf. ich habe gedacht;;;;;
1679807416824;1784821831;A2 pron;129;dabei;daˈbaɪ̯;pron;with it, there;присутствовать;Lisa ist auch dabei.;Lisa will be there too.;Лиза тоже участвует.;;;;;;;;;;;;;694.602494083262 | 0.971887752713601;;A2;;;;;;;
1679807416825;1784821832;A1 prep;130;seit;zaɪ̯t;prep;since, for;с;Ihre Schwester ist seit drei Monaten im Ausland.;Her sister has been abroad for three months.;Её сестра уже три месяца находится за границей.;;;;;;;;;;;;;690.46267504658 | 0.932890727565786;;A1;;;;;;;
