Word	Annotation	Sense	Part of Speech	Level	English
aufregen, regt auf, regte auf, hat aufgeregt	aufregen, regt auf, regte auf, hat aufgeregt		verb	B1	to excite, upset, annoy
Aufregung	die Aufregung, -en		die	B2+	excitement
aufreißen, reißt auf, riss auf, hat aufgerissen	aufreißen, reißt auf, riss auf, hat aufgerissen		verb	B2+	to tear open
aufrichten, richtet auf, richtete auf, hat aufgerichtet	aufrichten (sich), richtet auf, richtete auf, hat aufgerichtet		verb	B2+	to put up (right), straighten up
aufrufen, ruft auf, rief auf, hat aufgerufen	aufrufen, ruft auf, rief auf, hat aufgerufen		verb	B2+	to call out/up/upon
aufsagen, sagt auf, sagte auf, hat aufgesagt	aufsagen, sagt auf, sagte auf, hat aufgesagt		verb	B2+	to recite, refuse to serve
Aufsatz	der Aufsatz, -̈e		der	B2+	essay
aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen	aufschlagen, schlägt auf, schlug auf, hat aufgeschlagen		verb	B2+	to open, serve, pitch
aufschreiben, schreibt auf, schrieb auf, hat aufgeschrieben	aufschreiben, schreibt auf, schrieb auf, hat aufgeschrieben		verb	B1	to write down
aufsetzen, setzt auf, setzte auf, hat aufgesetzt	aufsetzen, setzt auf, setzte auf, hat aufgesetzt		verb	B2+	to put on
Aufsichtsrat	der Aufsichtsrat, -̈e		der	B2+	supervisory board
aufspringen, springt auf, sprang auf, ist aufgesprungen	aufspringen, springt auf, sprang auf, ist aufgesprungen		verb	B2+	to jump up/on, burst open
aufstehen, steht auf, stand auf, ist aufgestanden	aufstehen, steht auf, stand auf, ist aufgestanden		verb	A1	to stand up, get up
aufsteigen, steigt auf, stieg auf, ist aufgestiegen	aufsteigen, steigt auf, stieg auf, ist aufgestiegen		verb	B1	to rise (up), move up
aufstellen, stellt auf, stellte auf, hat aufgestellt	aufstellen, stellt auf, stellte auf, hat aufgestellt		verb	B1	to put up, draw up
Aufstieg	der Aufstieg, -e		der	B2+	climb, rise
aufsuchen, sucht auf, suchte auf, hat aufgesucht	aufsuchen, sucht auf, suchte auf, hat aufgesucht		verb	B2+	to see, visit
auftauchen, taucht auf, tauchte auf, ist aufgetaucht	auftauchen, taucht auf, tauchte auf, ist aufgetaucht		verb	B1	to surface, appear
Auftrag	der Auftrag, -̈e		der	B1	instructions, order, job
auftreten, tritt auf, trat auf, ist aufgetreten	auftreten, tritt auf, trat auf, ist aufgetreten		verb, das	B1	to appear, occur; behavior, conduct, occurrence, appearance
Auftritt	der Auftritt, -e		der	B1	appearance, entrance
aufwachen, wacht auf, wachte auf, ist aufgewacht	aufwachen, wacht auf, wachte auf, ist aufgewacht		verb	B1	to wake up
aufwachsen, wächst auf, wuchs auf, ist aufgewachsen	aufwachsen, wächst auf, wuchs auf, ist aufgewachsen		verb	B1	to grow up
Aufwand	der Aufwand, -̈e		der	B2+	expense, effort
aufweisen, weist auf, wies auf, hat aufgewiesen	aufweisen, weist auf, wies auf, hat aufgewiesen		verb	B1	to show, exhibit, contain
aufwendig	aufwendig		adj	B2+	extravagant, costly
Aufwendung	die Aufwendung, -en		die	B2+	expense, expenditure, use
aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt	aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt		verb	B2+	to show, point out
aufziehen, zieht auf, zog auf, hat aufgezogen	aufziehen, zieht auf, zog auf, hat aufgezogen		verb	B2+	to raise, rear, wind (up)
Auge	das Auge, -n		das	A1	eye
Augenblick	der Augenblick, -e		der	B1	moment
August	der August, -e		der	B1	August
aus	aus		prep	A1	out, out of, from
Ausbau	der Ausbau, -ten		der	B2+	expansion, consolidation
ausbauen, baut aus, baute aus, hat ausgebaut	ausbauen, baut aus, baute aus, hat ausgebaut		verb	B1	to extend, expand, enlarge
ausbilden, bildet aus, bildete aus, hat ausgebildet	ausbilden, bildet aus, bildete aus, hat ausgebildet		verb	B1	to train, instruct, educate
Ausbildung	die Ausbildung, -en		die	A2	training, development
ausbleiben, bleibt aus, blieb aus, ist ausgeblieben	ausbleiben, bleibt aus, blieb aus, ist ausgeblieben		verb	B2+	to be missing, fail to appear, stay out
Ausblick	der Ausblick, -e		der	B2+	outlook, forecast, view
ausbrechen, bricht aus, brach aus, hat ausgebrochen	ausbrechen, bricht aus, brach aus, hat ausgebrochen		verb	B2+	to break out, erupt
ausbreiten, breitet aus, breitete aus, hat ausgebreitet	ausbreiten, breitet aus, breitete aus, hat ausgebreitet		verb	B2+	to spread, spread out
ausdehnen, dehnt aus, dehnte aus, hat ausgedehnt	ausdehnen, dehnt aus, dehnte aus, hat ausgedehnt		verb	B2+	to extend, expand
ausdenken, denkt aus, dachte aus, hat ausgedacht	ausdenken, denkt aus, dachte aus, hat ausgedacht		verb	B2+	to think of, devise, make up
Ausdruck	der Ausdruck, -̈e		der	B1	term, expression
ausdrücken, drückt aus, drückte aus, hat ausgedrückt	ausdrücken, drückt aus, drückte aus, hat ausgedrückt		verb	B1	to express
ausdrücklich	ausdrücklich		adj	B2+	explicit
auseinandersetzen, setzt auseinander, setzte auseinander, hat auseinandergesetzt	auseinandersetzen, setzt auseinander, setzte auseinander, hat auseinandergesetzt		verb	B2+	to deal with
Auseinandersetzung	die Auseinandersetzung, -en		die	B1	argument, quarrel
Ausfall	der Ausfall, -̈e		der	B2+	failure, breakdown
ausfallen, fällt aus, fiel aus, ist ausgefallen	ausfallen, fällt aus, fiel aus, ist ausgefallen		verb	B1	to drop out, be canceled
Ausflug	der Ausflug, -̈e		der	A1	excursion, trip
ausführen, führt aus, führte aus, hat ausgeführt	ausführen, führt aus, führte aus, hat ausgeführt		verb	B1	to carry out, perform
ausführlich	ausführlich		adj	B2+	detailed
Ausführung	die Ausführung, -en		die	B2+	implementation, type
ausfüllen, füllt aus, füllte aus, hat ausgefüllt	ausfüllen, füllt aus, füllte aus, hat ausgefüllt		verb	A1	to fill out
Ausgabe	die Ausgabe, -n		die	B1	distribution, edition, issue, expense
Ausgang	der Ausgang, -̈e		der	A1	exit, outcome, starting point
Ausgangspunkt	der Ausgangspunkt, -e		der	B2+	starting point
ausgeben, gibt aus, gab aus, hat ausgegeben	ausgeben, gibt aus, gab aus, hat ausgegeben		verb	A2	to spend
ausgehen, geht aus, ging aus, ist ausgegangen	ausgehen, geht aus, ging aus, ist ausgegangen		verb	A2	to go out, assume
ausgeprägt	ausgeprägt		adj	B2+	distinct, pronounced, remarkable
ausgerechnet	ausgerechnet		adv	B1	of all people, of all times
ausgesprochen	ausgesprochen		adj	B2+	pronounced, expressed, exceptional
ausgezeichnet	ausgezeichnet		adj	B1	excellent, outstanding
Ausgleich	der Ausgleich, -e		der	B2+	balancing, compensation, change
ausgleichen, gleicht aus, glich aus, hat ausgeglichen	ausgleichen, gleicht aus, glich aus, hat ausgeglichen		verb	B2+	to even out, reconcile
aushalten, hält aus, hielt aus, hat ausgehalten	aushalten, hält aus, hielt aus, hat ausgehalten		verb	B2+	to bear, endure
auskennen, kennt aus, kannte aus, hat ausgekannt	auskennen, kennt aus, kannte aus, hat ausgekannt		verb	B2+	to know one’s way around, be well informed
auskommen, kommt aus, kam aus, ist ausgekommen	auskommen, kommt aus, kam aus, ist ausgekommen		verb	B2+	to get by, get on, manage
Auskunft	die Auskunft, -̈e		die	A1	information
Ausland	das Ausland		das	A1	foreign countries
Ausländer	der Ausländer, -		der	A1	foreigner
ausländisch	ausländisch		adj	A1	foreign
auslaufen, läuft aus, lief aus, ist ausgelaufen	auslaufen, läuft aus, lief aus, ist ausgelaufen		verb	B2+	to run out, leak
auslegen, legt aus, legte aus, hat ausgelegt	auslegen, legt aus, legte aus, hat ausgelegt		verb	B2+	to lay out, design, interpret
auslösen, löst aus, löste aus, hat ausgelöst	auslösen, löst aus, löste aus, hat ausgelöst		verb	B1	to set off, provoke
ausmachen, macht aus, machte aus, hat ausgemacht	ausmachen, macht aus, machte aus, hat ausgemacht		verb	A1	to put out, agree
Ausmaß	das Ausmaß, -e		das	B2+	extent, size
Ausnahme	die Ausnahme, -n		die	B1	exception
ausnutzen, nutzt aus, nutzte aus, hat ausgenutzt	ausnutzen, nutzt aus, nutzte aus, hat ausgenutzt		verb	B2+	to exploit, take advantage of
Ausprägung	die Ausprägung, -en		die	B2+	shaping, markedness
ausprobieren, probiert aus, probierte aus, hat ausprobiert	ausprobieren, probiert aus, probierte aus, hat ausprobiert		verb	B2+	to try out
ausreichen, reicht aus, reichte aus, hat ausgereicht	ausreichen, reicht aus, reichte aus, hat ausgereicht		verb	B1	to be sufficient
ausrichten, richtet aus, richtete aus, hat ausgerichtet	ausrichten, richtet aus, richtete aus, hat ausgerichtet		verb	B1	to tell, align, line up, send
Ausrichtung	die Ausrichtung, -en		die	B2+	orientation, alignment
ausrufen, ruft aus, rief aus, hat ausgerufen	ausrufen, ruft aus, rief aus, hat ausgerufen		verb	B2+	to page, call out
Aussage	die Aussage, -n		die	A1	statement
aussagen, sagt aus, sagte aus, hat ausgesagt	aussagen, sagt aus, sagte aus, hat ausgesagt		verb	B2+	to testify
ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet	ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet		verb	B2+	to turn off
ausscheiden, scheidet aus, schied aus, hat ausgeschieden	ausscheiden, scheidet aus, schied aus, hat ausgeschieden		verb	B2+	to leave, retire, be eliminated
ausschließen, schließt aus, schloss aus, hat ausgeschlossen	ausschließen, schließt aus, schloss aus, hat ausgeschlossen		verb	B1	to exclude, rule out
ausschließlich	ausschließlich		adj	B1	exclusive
Ausschnitt	der Ausschnitt, -e		der	B2+	section, extract, excerpt, neckline
Ausschuss	der Ausschuss, -̈e		der	B2+	committee
aussehen, sieht aus, sah aus, hat ausgesehen	aussehen, sieht aus, sah aus, hat ausgesehen		verb	A1	to appear, look
außen	außen		adj	B1	outside
Außenminister	der Außenminister, -		der	B2+	foreign minister
außer	außer		prep	A2	except, apart from
außerdem	außerdem		adv	A2	besides, in addition
äußere	äußere (r, s)		adj	B1	outer, external
außergewöhnlich	außergewöhnlich		adj	B2+	unusual, extraordinary
außerhalb	außerhalb		prep	A2	outside
äußern, äußert, äußerte, hat geäußert	äußern, äußert, äußerte, hat geäußert		verb	B1	to express, voice
außerordentlich	außerordentlich		adj	B2+	extraordinary
äußerst	äußerst		adv	B1	extremely
Äußerung	die Äußerung, -en		die	B1	comment
aussetzen, setzt aus, setzte aus, hat ausgesetzt	aussetzen, setzt aus, setzte aus, hat ausgesetzt		verb	B1	to suspend, expose, skip, sit out
Aussicht	die Aussicht, -en		die	B1	prospect, view
aussprechen, spricht aus, sprach aus, hat ausgesprochen	aussprechen, spricht aus, sprach aus, hat ausgesprochen		verb	A2	to pronounce, express
ausstatten, stattet aus, stattete aus, hat ausgestattet	ausstatten, stattet aus, stattete aus, hat ausgestattet		verb	B2+	to furnish, provide
Ausstattung	die Ausstattung, -en		die	B2+	equipment, facilities, furnishings
ausstehen, steht aus, stand aus, hat ausgestanden	ausstehen, steht aus, stand aus, hat ausgestanden		verb	B2+	to stand, bear, be pending
aussteigen, steigt aus, stieg aus, ist ausgestiegen	aussteigen, steigt aus, stieg aus, ist ausgestiegen		verb	A1	to get off, get out
ausstellen, stellt aus, stellte aus, hat ausgestellt	ausstellen, stellt aus, stellte aus, hat ausgestellt		verb	B1	to display, issue, make out
Ausstellung	die Ausstellung, -en		die	A2	exhibition
ausstrahlen, strahlt aus, strahlte aus, hat ausgestrahlt	ausstrahlen, strahlt aus, strahlte aus, hat ausgestrahlt		verb	B2+	to radiate, broadcast
ausstrecken, streckt aus, streckte aus, hat ausgestreckt	ausstrecken, streckt aus, streckte aus, hat ausgestreckt		verb	B2+	to stretch (out)
aussuchen, sucht aus, suchte aus, hat ausgesucht	aussuchen, sucht aus, suchte aus, hat ausgesucht		verb	B2+	to choose
Austausch	der Austausch, -e		der	B2+	exchange
austauschen, tauscht aus, tauschte aus, hat ausgetauscht	austauschen, tauscht aus, tauschte aus, hat ausgetauscht		verb	B2+	to exchange, replace
Australien	Australien		das	B2+	Australia
austreten, tritt aus, trat aus, ist ausgetreten	austreten, tritt aus, trat aus, ist ausgetreten		verb	B2+	to resign, leave, leak out
ausüben, übt aus, übte aus, hat ausgeübt	ausüben, übt aus, übte aus, hat ausgeübt		verb	B2+	to practice, exercise, exert
Auswahl	die Auswahl, -en		die	B1	choice, selection
auswählen, wählt aus, wählte aus, hat ausgewählt	auswählen, wählt aus, wählte aus, hat ausgewählt		verb	B1	to choose, select
auswärtig	auswärtig		adj	B2+	external
ausweichen, weicht aus, wich aus, ist ausgewichen	ausweichen, weicht aus, wich aus, ist ausgewichen		verb	B2+	to make way, evade, avoid
ausweisen, weist aus, wies aus, hat ausgewiesen	ausweisen, weist aus, wies aus, hat ausgewiesen		verb	B2+	to identify, expel
auswerten, wertet aus, wertete aus, hat ausgewertet	auswerten, wertet aus, wertete aus, hat ausgewertet		verb	B2+	to evaluate, assess
Auswertung	die Auswertung, -en		die	B2+	evaluation, analysis
auswirken, wirkt aus, wirkte aus, hat ausgewirkt	auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt		verb	B2+	to have an effect
Auswirkung	die Auswirkung, -en		die	B1	effect
auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet	auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet		verb	B2+	to award a prize, honor, distinguish
Auszeichnung	die Auszeichnung, -en		die	B2+	award
ausziehen, zieht aus, zog aus, ist ausgezogen	ausziehen, zieht aus, zog aus, ist ausgezogen		verb	B1	to move out, take off (clothes)
Auto	das Auto, -s		das	A1	automobile, car
Autobahn	die Autobahn, -en		die	A1	expressway, motorway
Autofahrer	der Autofahrer, -		der	B2+	driver, motorist
automatisch	automatisch		adj	A1	automatic
autonom	autonom		adj	B2+	autonomous
Autor	der Autor, -en		der	B1	author
Baby	das Baby, -s		das	A1	baby
backen, bäckt, buk, hat gebacken	backen, bäckt, buk, hat gebacken		verb	A2	to bake
Bad	das Bad, -̈er		das	A1	bath, bathroom, spa
Baden-Württemberg	Baden-Württemberg		das	B2+	Baden-Württemberg
Bahn	die Bahn, -en		die	A1	train, railway, way
Bahnhof	der Bahnhof, -̈e		der	A1	(railway) station
Bakterie	die Bakterie, -n		die	B1	bacterium
bald	bald		adv	A1	soon
Balkon	der Balkon, -s		der	A1	balcony
Ball	der Ball, -̈e		der	A2	ball
Band	das Band, -̈er		der, die, das	A2	volume, tome; band (musical); ribbon, tape
Bande	die Bande, -n		die	B2+	gang, mob, clique
Bank	die Bank, -̈e		die	A1	bank, bench
Bar	Bar		die	A1	bar
Bär	der Bär, -en		der	B2+	bear
bar	bar		adj	A1	cash
Bargeld	das Bargeld		das	B2+	cash
Baron	der Baron, -e		der	B2+	baron
Base	die Base, -n		die	B1	base, alkali
basieren, basiert, basierte, hat basiert	basieren, basiert, basierte, hat basiert		verb	B2+	to be based on
Basis	die Basis, -en		die	B1	basis
Bau	der Bau, -ten		der	B1	construction, building
Bauch	der Bauch, -̈e		der	A1	belly
bauen, baut, baute, hat gebaut	bauen, baut, baute, hat gebaut		verb	A2	to build
Bauer	der Bauer, -n		der	B1	farmer
Baum	der Baum, -̈e		der	A1	tree
Baustelle	die Baustelle, -n		die	A2	building site, construction site
Bayern	Bayern		das	A2	Bavaria
bayrisch	bayrisch		adj	B1	Bavarian
beachten, beachtet, beachtete, hat beachtet	beachten, beachtet, beachtete, hat beachtet		verb	B1	to pay attention, observe
Beachtung	die Beachtung		die	B2+	attention, consideration, compliance
Beamte	die Beamte		der, die	A1	official, civil servant
beantragen, beantragt, beantragte, hat beantragt	beantragen, beantragt, beantragte, hat beantragt		verb	B1	to apply for
beantworten, beantwortet, beantwortete, hat beantwortet	beantworten, beantwortet, beantwortete, hat beantwortet		verb	A2	to answer
bearbeiten, bearbeitet, bearbeitete, hat bearbeitet	bearbeiten, bearbeitet, bearbeitete, hat bearbeitet		verb	B2+	to edit, work on
Bearbeitung	die Bearbeitung, -en		die	B2+	processing
beauftragen, beauftragt, beauftragte, hat beauftragt	beauftragen, beauftragt, beauftragte, hat beauftragt		verb	B2+	to give sb the task of doing sth, hire (a firm)
Becken	das Becken, -		das	B2+	pool, pelvis
bedanken, bedankt, bedankte, hat bedankt	bedanken (sich), bedankt, bedankte, hat bedankt		verb	A2	to thank
Bedarf	der Bedarf, -e		der	B1	need, demand
bedauern, bedauert, bedauerte, hat bedauert	bedauern, bedauert, bedauerte, hat bedauert		verb	B2+	to regret, feel sorry
bedecken, bedeckt, bedeckte, hat bedeckt	bedecken, bedeckt, bedeckte, hat bedeckt		verb	B2+	to cover
Bedenken	das Bedenken, -		das	B2+	concern, doubt
bedenken, bedenkt, bedachte, hat bedacht	bedenken, bedenkt, bedachte, hat bedacht		verb	B2+	to consider
bedeuten, bedeutet, bedeutete, hat bedeutet	bedeuten, bedeutet, bedeutete, hat bedeutet		verb	A1	to mean
bedeutend	bedeutend		adj	B1	important, significant
bedeutsam	bedeutsam		adj	B2+	important, significant, meaningful
Bedeutung	die Bedeutung, -en		die	B1	meaning, significance
bedienen, bedient, bediente, hat bedient	bedienen, bedient, bediente, hat bedient		verb	B1	to serve, operate
bedingen, bedingt, bedingte, hat bedingt	bedingen, bedingt, bedingte, hat bedingt		verb	B1	to cause
Bedingung	die Bedingung, -en		die	B1	condition, stipulation
bedrohen, bedroht, bedrohte, hat bedroht	bedrohen, bedroht, bedrohte, hat bedroht		verb	B2+	to threaten
Bedrohung	die Bedrohung, -en		die	B2+	threat
bedürfen, bedarf, bedurfte, hat bedurft	bedürfen, bedarf, bedurfte, hat bedurft		verb	B2+	to require
Bedürfnis	das Bedürfnis, -se		das	B1	need
beeindrucken, beeindruckt, beeindruckte, hat beeindruckt	beeindrucken, beeindruckt, beeindruckte, hat beeindruckt		verb	B1	to impress
beeinflussen, beeinflusst, beeinflusste, hat beeinflusst	beeinflussen, beeinflusst, beeinflusste, hat beeinflusst		verb	B1	to influence
beeinträchtigen, beeinträchtigt, beeinträchtigte, hat beeinträchtigt	beeinträchtigen, beeinträchtigt, beeinträchtigte, hat beeinträchtigt		verb	B2+	to affect, impair
beenden, beendet, beendete, hat beendet	beenden, beendet, beendete, hat beendet		verb	A2	to end
befassen, befasst, befasste, hat befasst	befassen (sich), befasst, befasste, hat befasst		verb	B2+	to deal
Befehl	der Befehl, -e		der	B2+	order, command
befestigen, befestigt, befestigte, hat befestigt	befestigen, befestigt, befestigte, hat befestigt		verb	B2+	to fix, attach, fasten
befinden, befindet, befand, hat befunden	befinden (sich), befindet, befand, hat befunden		verb	B1	to be
befördern, befördert, beförderte, hat befördert	befördern, befördert, beförderte, hat befördert		verb	B2+	to transport
befragen, befragt, befragte, hat befragt	befragen, befragt, befragte, hat befragt		verb	B1	to ask, question
Befragung	die Befragung, -en		die	B2+	questioning, survey, interview
befreien, befreit, befreite, hat befreit	befreien, befreit, befreite, hat befreit		verb	B1	to free
Befreiung	die Befreiung, -en		die	B2+	liberation
befriedigen, befriedigt, befriedigte, hat befriedigt	befriedigen, befriedigt, befriedigte, hat befriedigt		verb	B2+	to satisfy
Befund	der Befund, -e		der	B2+	result, finding(s)
befürchten, befürchtet, befürchtete, hat befürchtet	befürchten, befürchtet, befürchtete, hat befürchtet		verb	B1	to fear
