Word	Annotation	Sense	Part of Speech	Level	Russian
annehmen, nimmt an, nahm an, hat angenommen	annehmen, nimmt an, nahm an, hat angenommen		verb	B1	принять
falsch	falsch		adj	A1	неправильно
Zusammenhang	der Zusammenhang, -̈e		der	B1	соединение
langsam	langsam		adj	A1	медленно
Arm	der Arm, -e		der	A1	Бедный
nachdem	nachdem		conj	B1	после
Tisch	der Tisch, -e		der	A1	стол
rufen, ruft, rief, hat gerufen	rufen, ruft, rief, hat gerufen		verb	A2	звонок
bieten, bietet, bot, hat geboten	bieten, bietet, bot, hat geboten		verb	B1	предложение
Herz	das Herz, -en		das	A1	сердце
zusammen	zusammen		adv	A1	вместе
inzwischen	inzwischen		adv	B1	тем временем
ebenso	ebenso		adv	B1	аналогично
Boden	der Boden, -̈		der	B1	пол
bevor	bevor		conj	B1	раньше
verwenden, verwendet, verwendete, hat verwendet	verwenden, verwendet, verwendete, hat verwendet		verb	B1	использовать
Politik	die Politik, -en		die	B1	Политика
Tod	der Tod, -e		der	B1	Смерть
Erfolg	der Erfolg, -e		der	B1	Успех
zudem	zudem		adv	A2	также
Bank	die Bank, -̈e		die	A1	Скамейка
ab	ab		prep	A1	выкл.
persönlich	persönlich		adj	B1	личный
Präsident	der Präsident, -en		der	A2	Президент
holen, holt, holte, hat geholt	holen, holt, holte, hat geholt		verb	A1	принести
Junge	der Junge, -n		der	A1	мальчик
sogenannt	sogenannt		adj	B1	так называемый
Polizei	die Polizei, -en		die	A1	Полиция
Chance	die Chance, -n		die	B1	Шанс
gewiss	gewiss		adj	A2	конечно
innerhalb	innerhalb		prep	B1	внутри
Kunst	die Kunst, -̈e		die	A2	Искусство
Lage	die Lage, -n		die	B1	Расположение
Schüler	der Schüler, -		der	A1	студент
gesamt	gesamt		adj	B1	всего
Druck	der Druck, -̈e		der	B1	давление
verschwinden, verschwindet, verschwand, ist verschwunden	verschwinden, verschwindet, verschwand, ist verschwunden		verb	B1	исчезнуть
wohnen, wohnt, wohnte, hat gewohnt	wohnen, wohnt, wohnte, hat gewohnt		verb	A1	жить
bewegen, bewegt, bewegte, hat bewegt	bewegen, bewegt, bewegte, hat bewegt		verb	B1	двигаться
enthalten, enthält, enthielt, hat enthalten	enthalten, enthält, enthielt, hat enthalten		verb	B1	содержать
aufnehmen, nimmt auf, nahm auf, hat aufgenommen	aufnehmen, nimmt auf, nahm auf, hat aufgenommen		verb	B1	запись
Kosten	Kosten		die (pl)	A1	Затраты
Wintersemester	das Wintersemester, -		das	A2	Зимний семестр
merken, merkt, merkte, hat gemerkt	merken, merkt, merkte, hat gemerkt		verb	A2	заметить
fest	fest		adj	A2	фиксированный
aktuell	aktuell		adj	A2	в настоящее время
Begriff	der Begriff, -e		der	A2	срок
erleben, erlebt, erlebte, hat erlebt	erleben, erlebt, erlebte, hat erlebt		verb	B1	опыт
relativ	relativ		adj	B1	относительный
laut	laut		prep	A1	громкий
Fuß	der Fuß, -̈e		der	A1	нога
Daten	Daten		die (pl)	B1	Данные
Krieg	der Krieg, -e		der	B1	война
Gast	der Gast, -̈e		der	A1	Гость
Aussage	die Aussage, -n		die	A1	заявление
Gesetz	das Gesetz, -e		das	B1	Закон
planen, plant, plante, hat geplant	planen, plant, plante, hat geplant		verb	A2	план
schwierig	schwierig		adj	A2	сложно
Gut	das Gut, -̈er		das	A1	Хорошо
Kilometer	der Kilometer, -		der	A2	километры
zusätzlich	zusätzlich		adj	B1	дополнительно
vergessen, vergisst, vergaß, hat vergessen	vergessen, vergisst, vergaß, hat vergessen		verb	A2	забыл
Gedanke	der Gedanke, -n		der	B1	мысль
besitzen, besitzt, besaß, hat besessen	besitzen, besitzt, besaß, hat besessen		verb	B1	владеть
ach	ach		part	A2	ох
Partei	die Partei, -en		die	A2	вечеринка
freuen, freut, freute, hat gefreut	freuen, freut, freute, hat gefreut		verb	A2	радуйся
hängen, hängt, hängte, hat gehängt	hängen, hängt, hängte, hat gehängt		verb	A2	висеть
berichten, berichtet, berichtete, hat berichtet	berichten, berichtet, berichtete, hat berichtet		verb	A2	отчет
Zelle	die Zelle, -n		die	A2	клетка
eng	eng		adj	A2	тугой
Kultur	die Kultur, -en		die	A2	Культура
Prozess	der Prozess, -e		der	B1	Процесс
Sohn	der Sohn, -̈e		der	A1	сын
Dank	der Dank		der	A1	Спасибо
trotz	trotz		prep	B1	несмотря на
fordern, fordert, forderte, hat gefordert	fordern, fordert, forderte, hat gefordert		verb	B1	требование
studieren, studiert, studierte, hat studiert	studieren, studiert, studierte, hat studiert		verb	A1	учиться
gefallen, gefällt, gefiel, hat gefallen	gefallen, gefällt, gefiel, hat gefallen		verb	A1	понравилось
Mädchen	das Mädchen, -		das	A1	Девочки
verhalten	verhalten		verb, das	B1	вести себя
mindestens	mindestens		adv	A2	по крайней мере
ziemlich	ziemlich		adv	B1	вполне
Interesse	das Interesse, -n		das	A2	интерес
unterscheiden, unterscheidet, unterschied, hat unterschieden	unterscheiden, unterscheidet, unterschied, hat unterschieden		verb	B1	различать
wobei	wobei		adv	A2	где
jeweils	jeweils		adv	B1	каждый
reichen, reicht, reichte, hat gereicht	reichen, reicht, reichte, hat gereicht		verb	B1	достаточно
sieben	sieben		num	A1	семь
zumindest	zumindest		adv	B1	по крайней мере
schlagen, schlägt, schlug, hat geschlagen	schlagen, schlägt, schlug, hat geschlagen		verb	B1	ударить
Tier	das Tier, -e		das	A2	животное
jedenfalls	jedenfalls		adv	A2	в любом случае
am	am		part	A2	на
erhöhen, erhöht, erhöhte, hat erhöht	erhöhen, erhöht, erhöhte, hat erhöht		verb	B1	увеличилось
sorgen, sorgt, sorgte, hat gesorgt	sorgen, sorgt, sorgte, hat gesorgt		verb	B1	волноваться
Erfahrung	die Erfahrung, -en		die	A2	Опыт
Patient	der Patient, -en		der	B1	пациент
Morgen	der Morgen, -		der, adv	A1	Завтра
Arzt	der Arzt, -Äe		der	A1	врач
geschehen, geschieht, geschah, ist geschehen	geschehen, geschieht, geschah, ist geschehen		verb	B1	случилось
Bayern	Bayern		das	A2	Бавария
lösen, löst, löste, hat gelöst	lösen, löst, löste, hat gelöst		verb	B1	решить
irgendwie	irgendwie		adv	A2	как-то
anbieten, bietet an, bot an, hat angeboten	anbieten, bietet an, bot an, hat angeboten		verb	A1	предложение
vorkommen, kommt vor, kam vor, ist vorgekommen	vorkommen, kommt vor, kam vor, ist vorgekommen		verb	B1	происходить
okay	okay		adj, das	A2	окей
wünschen, wünscht, wünschte, hat gewünscht	wünschen, wünscht, wünschte, hat gewünscht		verb	A2	желание
interessieren, interessiert, interessierte, hat interessiert	interessieren, interessiert, interessierte, hat interessiert		verb	A2	заинтересовался
Unterschied	der Unterschied, -e		der	A2	Разница
Foto	das Foto, -s		das	A1	Фото
trinken, trinkt, trank, hat getrunken	trinken, trinkt, trank, hat getrunken		verb	A1	пить
derselbe, dieselbe, dasselbe	derselbe, dieselbe, dasselbe		pron	B1	то же самое
wählen, wählt, wählte, hat gewählt	wählen, wählt, wählte, hat gewählt		verb	A2	выбирать
gleichzeitig	gleichzeitig		adj	B1	в то же время
knapp	knapp		adj	B1	скудный
Mitarbeiter	der Mitarbeiter, -		der	A2	Сотрудники
übernehmen, übernimmt, übernahm, hat übernommen	übernehmen, übernimmt, übernahm, hat übernommen		verb	B1	взять на себя
Glück	das Glück		das	A1	Счастье
normal	normal		adj	A1	нормальный
leider	leider		adv	A1	к сожалению
Grundlage	die Grundlage, -n		die	A2	Фонд
acht	acht		num	A1	восемь
Leistung	die Leistung, -en		die	B1	Производительность
vorliegen, liegt vor, lag vor, hat vorgelegen	vorliegen, liegt vor, lag vor, hat vorgelegen		verb	A2	присутствует
erfolgen, erfolgt, erfolgte, ist erfolgt	erfolgen, erfolgt, erfolgte, ist erfolgt		verb	A2	имело место
Beziehung	die Beziehung, -en		die	B1	отношения
zunehmen, nimmt zu, nahm zu, hat zugenommen	zunehmen, nimmt zu, nahm zu, hat zugenommen		verb	B1	увеличится
Molekül	das Molekül, -e		das	A2	молекула
stattfinden, findet statt, fand statt, hat stattgefunden	stattfinden, findet statt, fand statt, hat stattgefunden		verb	A2	иметь место
ankommen, kommt an, kam an, ist angekommen	ankommen, kommt an, kam an, ist angekommen		verb	A1	приехать
auftreten, tritt auf, trat auf, ist aufgetreten	auftreten, tritt auf, trat auf, ist aufgetreten		verb, das	B1	происходить
insbesondere	insbesondere		adv	A2	в частности
technisch	technisch		adj	B1	технический
wann	wann		pron	A1	когда
los	los		adv	B1	идти
Bett	das Bett, -en		das	A1	кровать
Höhe	die Höhe, -n		die	B1	Высота
wesentlich	wesentlich		adj	A2	существенный
englisch	englisch		adj, das	A2	английский
zuletzt	zuletzt		adv	A2	последний
rein	rein		adj	A2	чистый
Zimmer	das Zimmer, -		das	A1	Комната
indem	indem		conj	B1	по
bauen, baut, baute, hat gebaut	bauen, baut, baute, hat gebaut		verb	A2	строить
Verhältnis	das Verhältnis, -se		das	B1	соотношение
selten	selten		adj	B1	редкий
Zeitung	die Zeitung, -en		die	A1	Газета
innere	innere (r, s)		adj	A2	внутренний
beispielsweise, bspw.	beispielsweise, bspw.		adv	A2	например
Bedingung	die Bedingung, -en		die	B1	Состояние
Fenster	das Fenster, -		das	A2	окно
Zug	der Zug, -̈e		der	A1	поезд
derzeit	derzeit		adv	A2	в настоящее время
funktionieren, funktioniert, funktionierte, hat funktioniert	funktionieren, funktioniert, funktionierte, hat funktioniert		verb	B1	работа
sowohl	sowohl		conj	A2	оба
schlafen, schläft, schlief, hat geschlafen	schlafen, schläft, schlief, hat geschlafen		verb	A1	спать
statt	statt		prep	B1	вместо этого
Werk	das Werk, -e		das	B1	Работа
grün	grün		adj	A2	зеленый
Bürger	der Bürger, -		der	B1	Гражданин
dienen, dient, diente, hat gedient	dienen, dient, diente, hat gedient		verb	B1	служить
echt	echt		adj	A2	настоящий
Firma	die Firma, -en		die	A1	компания
Wirtschaft	die Wirtschaft, -en		die	B1	Экономика
stecken, steckt, steckte, hat gesteckt	stecken, steckt, steckte, hat gesteckt		verb	B1	застрял
hoffen, hofft, hoffte, hat gehofft	hoffen, hofft, hoffte, hat gehofft		verb	A2	надежда
erfahren, erfährt, erfuhr, hat erfahren	erfahren, erfährt, erfuhr, hat erfahren		verb	B1	опытный
Mittel	das Mittel, -		das	A2	Средства
Folie	die Folie, -n		die	A2	Фольга
leisten, leistet, leistete, hat geleistet	leisten, leistet, leistete, hat geleistet		verb	B1	исполнять
Tochter	die Tochter, -̈		die	A1	дочь
Lehrer	der Lehrer, -		der	A1	учитель
passen, passt, passte, hat gepasst	passen, passt, passte, hat gepasst		verb	A2	подходит
beobachten, beobachtet, beobachtete, hat beobachtet	beobachten, beobachtet, beobachtete, hat beobachtet		verb	B1	наблюдать
Einführung	die Einführung, -en		die	B1	Введение
Element	das Element, -e		das	A2	Элемент
klingen, klingt, klang, hat geklungen	klingen, klingt, klang, hat geklungen		verb	B1	звук
lieben, liebt, liebte, hat geliebt	lieben, liebt, liebte, hat geliebt		verb	A1	любовь
Dame	die Dame, -n		die	A1	леди
Vorlesung	die Vorlesung, -en		die	A2	Лекция
zählen, zählt, zählte, hat gezählt	zählen, zählt, zählte, hat gezählt		verb	B1	считать
meist	meist		adv	A1	в основном
dunkel	dunkel		adj	A2	темно
Österreich	Österreich		das	A2	Австрия
Modell	das Modell, -e		das	B1	модель
Bewegung	die Bewegung, -en		die	B1	движение
unten	unten		adv	A1	ниже
Mitte	die Mitte, -n		die	A1	средний
hin	hin		adv	A2	там
aufgrund	aufgrund		prep	A2	из-за
beschäftigen, beschäftigt, beschäftigte, hat beschäftigt	beschäftigen, beschäftigt, beschäftigte, hat beschäftigt		verb	B1	занят
zuvor	zuvor		adv	A2	раньше
miteinander	miteinander		adv	B1	друг с другом
dennoch	dennoch		adv	A2	тем не менее
werfen, wirft, warf, hat geworfen	werfen, wirft, warf, hat geworfen		verb	B1	кинуть
Angebot	das Angebot, -e		das	A1	Предложение
Projekt	das Projekt, -e		das	A2	Проект
verkaufen, verkauft, verkaufte, hat verkauft	verkaufen, verkauft, verkaufte, hat verkauft		verb	A1	продать
reagieren, reagiert, reagierte, hat reagiert	reagieren, reagiert, reagierte, hat reagiert		verb	B1	отреагировал
Autor	der Autor, -en		der	B1	Автор
kriegen, kriegt, kriegte, hat gekriegt	kriegen, kriegt, kriegte, hat gekriegt		verb	A1	получить
zirka, ca.	zirka, ca.		adv	A2	примерно
EU	EU (Europäische Union)		die	A2	ЕС
Größe	die Größe, -n		die	A1	размер
hart	hart		adj	A2	тяжело
offenbar	offenbar		adj	B1	видимо
Bruder	der Bruder, -̈		der	A1	Брат
beteiligen, beteiligt, beteiligte, hat beteiligt	beteiligen, beteiligt, beteiligte, hat beteiligt		verb	B1	участвовать
Phase	die Phase, -n		die	A2	фаза
angeben, gibt an, gab an, hat angegeben	angeben, gibt an, gab an, hat angegeben		verb	B1	указать
Reise	die Reise, -n		die	A1	поездка
erfolgreich	erfolgreich		adj	B1	успешный
Zustand	der Zustand, -̈e		der	B1	Состояние
wahr	wahr		adj	A2	правда
Reihe	die Reihe, -n		die	A2	строка
Natur	die Natur, -en		die	A2	Природа
rechnen, rechnet, rechnete, hat gerechnet	rechnen, rechnet, rechnete, hat gerechnet		verb	A2	вычислить
bloß	bloß		adj, adv	B1	просто
notwendig	notwendig		adj	A2	необходимо
entdecken, entdeckt, entdeckte, hat entdeckt	entdecken, entdeckt, entdeckte, hat entdeckt		verb	B1	обнаружить
dauern, dauert, dauerte, hat gedauert	dauern, dauert, dauerte, hat gedauert		verb	A1	взять
wirtschaftlich	wirtschaftlich		adj	A2	экономичный
privat	privat		adj	A2	частный
modern	modern		adj	A2	современный
Haar	das Haar, -e		das	A1	волосы
deswegen	deswegen		adv	B1	вот почему
spüren, spürt, spürte, hat gespürt	spüren, spürt, spürte, hat gespürt		verb	B1	чувствовать
unabhängig	unabhängig		adj	A2	независимый
morgen	morgen		adv	A1	завтра
Rahmen	der Rahmen, -		der	A2	рамка
übrigens	übrigens		adv	B1	кстати
Einheit	die Einheit, -en		die	A2	Единство
überall	überall		adv	A2	везде
feststellen, stellt fest, stellte fest, hat festgestellt	feststellen, stellt fest, stellte fest, hat festgestellt		verb	B1	определить
Stoff	der Stoff, -e		der	B1	ткань
Rede	die Rede, -n		die	B1	Речь
unterstützen, unterstützt, unterstützte, hat unterstützt	unterstützen, unterstützt, unterstützte, hat unterstützt		verb	B1	поддержал
chemisch	chemisch		adj	A2	химический
schlimm	schlimm		adj, adj	A2	плохой
Schweiz	die Schweiz, -en		die	A2	Швейцария
irgendwann	irgendwann		adv	B1	в какой-то момент
Geschäft	das Geschäft, -e		das	A1	бизнес
weder	weder		conj	A2	ни
Anteil	der Anteil, -e		der	A2	поделиться
Angabe	die Angabe, -n		die	B1	Информация
Team	das Team, -s		das	A2	команда
außer	außer		prep	A2	кроме
Sommer	der Sommer, -		der	A2	Лето
Hotel	das Hotel, -s		das	A1	Отель
laut	laut		adj	A1	громкий
eins	eins		num	A2	один
Alter	der Alter		das	A1	Чувак
Sicherheit	die Sicherheit, -en		die	B1	Безопасность
SPD	SPD (Sozialdemokratische Partei Deutschlands)		die	A2	СПД
niedrig	niedrig		adj	B1	низкий
ständig	ständig		adj	B1	постоянно
Einsatz	der Einsatz, -̈e		der	A2	Использование
liefern, liefert, lieferte, hat geliefert	liefern, liefert, lieferte, hat geliefert		verb	A2	доставить
betonen, betont, betonte, hat betont	betonen, betont, betonte, hat betont		verb	A2	подчеркнуть
Erde	die Erde, -n		die	B1	Земля
Studie	die Studie, -n		die	B1	Исследование
vorne, vorn	vorne, vorn		adv	A2	фронт
rechte	rechte (r, s)		adj	A2	права
Meinung	die Meinung, -en		die	A2	мнение
drehen, dreht, drehte, hat gedreht	drehen, dreht, drehte, hat gedreht		verb	B1	поворот
Künstler	der Künstler, -		der	B1	Художник
aktiv	aktiv		adj	A2	активный
Versuch	der Versuch, -e		der	B1	Попробуйте
somit	somit		adv	A2	таким образом
bezahlen, bezahlt, bezahlte, hat bezahlt	bezahlen, bezahlt, bezahlte, hat bezahlt		verb	A1	плати
Eigenschaft	die Eigenschaft, -en		die	A2	собственность
längst	längst		adv	B1	давно
Methode	die Methode, -n		die	B1	Метод
Ordnung	die Ordnung, -en		die	A1	Хорошо
